text,label,notes
"Go way back to page ten of this review section, and work your way back up. Go ahead; I'll wait.<br /><br />Done? Well, then you've probably noticed the same trend that I have. You could nitpick all day long about the lame jokes, dated timing and obviously derivative plot points and shtick in 'Bogus', but this movie seems to be one of those 'hate me now, love me later"" flicks.<br /><br />Bill and Ted's biggest problem was that the original appealed to those 80's kids who followed the tends and considered themselves on the cutting edge of fashion. That worked fine for the original, but obviously bombed in 1991, when no self-unrespecting slacker would be caught dead wearing anything but flannel or admitting he liked anything about the 80's. As Ted would put it: ""Dude, this is a totally deep hole. Wanna play 20 questions?"" <br /><br />They say nostalgia goes in 20 year cycles, and that certainly seems to be the case here. Here in 2010, those of use who grew up with Cindi Lauper and Megadeth are beginning to look back to appreciate some of those pivotal films that (like it or not) made us who we are. If you're one of those who look at 'Bogus' as if it were an outdated (""Fa gs!"") ripoff, then you're missing the point and probably spent six years growing facial hair, wearing flannel and looking like you just crawled out of bed.<br /><br />In self-referencing its own origins (the Star Trek episode"" and and time traveling with a phone booth), B&T makes no attempt to hide its creators' love for homage. Quentin Tarantino, anyone? I'm not saying 'Bogus' is 'True Love,' but I do think it needs to be appreciated for what it is: a fun snap-shot of our society at a time before child psychology, Ritalin, anti-smoking ads, terrorist paranoia and the proliferation of media fear-mongering. <br /><br />So, for all of you B&T haters out there...turn off your Screaming Trees CD, get that hair out of your face, go to the beach and lighten up. Narcissistic depression and intellectual ennui are SO corporate.",positive,
"I suppose that any novel that's as much of a downer as Moby Dick would not find much favor with Depression era audiences who had enough of their own troubles. But any resemblance to the classic Herman Melville novel is a pure coincidence. <br /><br />In fact half of the film is a prequel to the main story as we know it, not that too much of it was kept for the film. We first meet Ahab Creely (he's got a last name and a brother) as one happy go lucky soul with two legs and intentions to marry Joan Bennett who is Father Mapple's daughter. That brother Derek, played by Lloyd Hughes, also wants to marry Bennett.<br /><br />John Barrymore is Ahab in an over the top performance. Barrymore had not quite mastered the sound cinema and he gave out with all the silent era histrionics plus a stage voice that would have shaken the rafters of any movie theater this film was playing in.<br /><br />We see Ahab lose his leg to the great whale Moby Dick and I have to say the amputation scene was pretty gruesome. Of course this was all before the Code. Still I'm sure 1930 audiences shuddered.<br /><br />After that the story of Ahab's hunt for the whale that he thinks made him unsightly in Joan Bennett's eyes. That is not exactly Melville's motivation, in fact there are no women characters in Moby Dick as he wrote it.<br /><br />One of the things Melville did was invest the crew of Ahab's ship the Pequod with personalities. Other than Queequeg the cannibal harpooner the names are there, but not the personalities. Starbuck and Stubbs might as well be Smith and Jones.<br /><br />I'd see this version of Moby Dick strictly for curiosity and nothing else.",negative,
"This is the prime example of low budget, winning over what would be a good story line. Let's bring back Samaire Armstrong (having seen her work on the O.C. I know she can do better), then find a better script and budget.<br /><br />The special effects were so bad, and mostly badly computer generated, that it almost lost me with the first time the wolf was seen on-screen. And Samaire Armstrong's (alert!)changing into a werewolf was done by reducing her at first to a bad GCIF figure before she even begins to change(Final Fantasy's humans, as well as Pixar's made these laughable, think of the figure as a nude Barbie Doll).<br /><br />The story of was interesting, though the idea of bloodline in werewolves is nothing new. As it also got into the balance between evil, (maybe) not so evil, and the possible end of human-kind should the two lines mate. The subplot of a ""book of werewolf linage"" which effected some of the other characters in a spell-like manner for a while was effective, but could have been expanded more in explaining what had happened in the past. <br /><br />Bring in a better script and direction, and I'd come back again.",negative,
"I saw this movie at the 18th Haifa film festival, and it is one of the best I've seen this year. Seeing it on a big screen (and I mean BIG, not one of those TV screens most cinemas have) with an excellent sound system always enhance the cinematic experience, as the movie takes over your eyes and ears and sucks you into the story, into the picture.<br /><br />The movie presents a set of characters, which are loosely inter-connected. Their stories cross at certain points, and the multiplicity of story lines reminded me very much of the great Robert Altman and his exquisite films. But the true hero of the movie is obviously the city of Madrid, which provides the backdrop for the entire movie. It houses the characters, contains the pavements and roads on which they walk, and sets the background atmosphere for all the events, all in beautifully filmed scenes.<br /><br />The movie returns again and again to certain themes (shoes, for instance), and in essence Salazar makes his metaphores more and more understandable to the viewer as the movie progresses. He combines the views of the city with the shots of the characters, and elegantly matches the feeling of the scene to the background. A set of talented actors helps him portrait a wide variety of characters. One excellent example is the scene in which Juaquin takes Anita across the street for the first time. It might not work on a small screen, but it gave me goose bumps easily on a big screen.<br /><br />The message of the movie is very positive, and accordingly the movie is light and funny at times. The music along the movie is usually pop, with a few instrumental pieces (I hope to put my hand on the soundtrack one day, although I seriously doubt I will).<br /><br />All together, I came out of this movie with a sensational feeling, and I'm not easily impressed (you'll have to take my word for it). For this and more I give this movie a solid 8/10.",positive,
"First off, I hadn't seen ""The Blob"" since I was 7 or 8 and viewing it as an adult was an incredible experience. Pages could be written on its influence on horror films even today. And even more could be written on its social subtext with the 50s ""fear of teenagers"". But this simple little tale of interplanetary horror is still a damn fine scary movie if you let it be.<br /><br />Sure, it looks cheesy as all get out in our modern world. But ""The Blob"" packs in some genuinely frightening moments as a band of kids track the unstoppable creature when then adults don't believe them. In fact, there are even some pretty bleak moments in its candy-colored world. And Steve McQueen gives so much more than the story deserved on paper that we the viewers really get caught in the moment and believe in him.<br /><br />To sum up, if you can take off your postmodern irony filter, there's a lot more to love here than meets the eye.",positive,
"Since most review's of this film are of screening's seen decade's ago I'd like to add a more recent one, the film open's with stock footage of B-17's bombing Germany, the film cut's to Oskar Werner's Hauptmann (captain) Wust character and his aide running for cover while making their way to Hitler's Fuehrer Bunker, once inside, they are debriefed by bunker staff personnel, the film then cut's to one of many conference scene's with Albin Skoda giving a decent impression of Adolf Hitler rallying his officer's to ""Ultimate Victory"" while Werner's character is shown as slowly coming to realize the bunker denizen's are caught up in a fantasy world-some non-bunker event's are depicted, most notable being the flooding of the subway system to prevent a Russian advance through them and a minor subplot involving a young member of the Flak unit's and his family's difficulty in surviving-this film suffer's from a number of detail inaccuracies that a German film made only 10 year's after WW2 should not have included; the actor portraying Goebbels (Willy Krause) wear's the same uniform as Hitler, including arm eagle- Goebbels wore a brown Nazi Party uniform with swastika armband-the ""SS"" soldier's wear German army camouflage, the well documented scene of Hitler awarding the iron cross to boy's of the Hitler Youth is shown as having taken place INSIDE the bunker (it was done outside in the courtyard) and lastly, Hitler's suicide weapon is clearly shown as a Belgian browning model 1922-most account's agree it was a Walther PPK-some bit's of acting also seem wholly inaccurate with the drunken dance scene near the end of the film being notable, this bit is shown as a cabaret skit, with a intoxicated wounded soldier (his arm in a splint) maniacally goose-stepping to music while a nurse does a combination striptease/belly dance, all by candlelight... this is actually embarrassing to watch-the most incredible bit is when Werner's Captain Wust gain's an audience alone with Skoda's Hitler, Hitler is shown as slumped on a wall bench, drugged and delirious, when Werner's character begin's to question him, Hitler start's screaming which bring's in a SS guard who mortally wound's Werner's character in the back with a gunshot-this fabricated scene is not based on any true historic account-Werner's character is then hauled off to die in a anteroom while Hitler prepare's his own ending, Hitler's farewell to his staff is shown but the suicide is off-screen, the final second's of the movie show Hitler's funeral pyre smoke slowly forming into a ghostly image of the face of the dead Oskar Werner/Hauptmann Wust-this film is more allegorical than historical and anyone interested in this period would do better to check out more recent film's such as the 1973 remake ""Hitler: the last 10 day's"" or the German film ""Downfall"" (Der Untergang) if they wish a more true accounting of this dramatic story, these last two film's are based on first person eyewitness account's, with ""Hitler: the last 10 day's"" being compiled from Gerhard Boldt's autobiography as a staff officer in the Fuehrer Bunker and ""Downfall"" being done from Hitler's secretary's recollection's, the screen play for ""Der Letzte Akte"" is taken from American Nuremberg war crime's trial judge Michael Musmanno's book ""Ten day's to die"", which is more a compilation of event's (many obviously fanciful) than eyewitness history-it is surprising that Hugh Trevor Roper's account,""The last day's of Hitler"" was never made into a film.",negative,
"The choice to make this SNL skit into a movie was far better thought out than other recent ones. The humor involved in the character is not annoyance humor, and is also character driven enough to be stretched out for an hour or two.<br /><br />Oddly enough the sexual content seemed like it could be avoided, but that may have been because the constraints of live television schooled me to not expect it. I suppose I was thinking more ""Leisure Suit Larry"" risqué than the producers were...<br /><br />Definitely not a PG-13 movie, which will probably hurt it from ever reaching the heights of its more successful predecessors, but still better premise and writing than its more dismal ones.<br /><br />I liked it, but I doubt it will be a smash hit... (which is sad, as Tim Meadows tends not to do characters that annoy me with quite the frequency other SNL alumni tend to)",positive,
"Nu Image, UFO and others produce films for the SCI FI channel that come in with budgets of roughly $2 million. Some feature extensive effects work, others feature recognizable casts and still others feature both -- for $2 million.<br /><br />Mr. Hines initially claimed that this film was budgeted at $20 million dollars but it's painfully obvious that this was probably produced for $750,000 if not considerably less than that. Few sets are utilized, a number of scenes are shot against green screen and most effects seem incomplete and amateurish.<br /><br />It's painful to watch. Not so much because it is poorly directed, poorly executed and misguided but because many of us have been following the progress of this production for quite some time and had high hopes for this film despite its relatively modest budget.<br /><br />Those of us who believed in this movie when it was originally announced have joined the legions of those spoken of by P.T. Barnum.",negative,
"Wow, i'm a huge Henry VIII/Tudor era fan and, well, this was .... interesting. The only one I watched was the Catherine of Aragon one. And wow...just wow. I've seen bad acting before, but this reached new heights. When the actress who played Catherine was umm.. crying? she wails and screams and i have to admit i rewinded many times... many, many times .... funny, funny stuff. The only person who even showed any slight sliver of talent was the actress playing Anne Boleyn (i might be prejudiced though, i do have a slight obsession with Anne Boleyn, she was a really facinating woman, read up on her, it's worth it!) Also, i have read a lot about the Tudor time period and i think that the characters weren't very acurately displayed, they were all very stereotypical. Only see this movie if you are prepared to see a very important time period, and the important lives of those involved turned into a laughing stock.",negative,
"The Shirley Jackson novel 'The Haunting of Hill House' is an atmospheric tale of terror, which conveys supernatural phenomena in an old mansion. The atmosphere is well set out, and the chills are staged well. A haunting masterpiece.<br /><br />The 1963 chiller 'The Haunting' stays closely to the book, but also adds its own details to the plot. Fortunately, these are very few, and so the terror of the book and the chills are executed even better on the screen. The black and white photography only adds to the creepiness of the movie. Excellent! <br /><br />And then, Jan de Bont made this. In 1999, the remake of The Haunting hit the cinemas - if you could call this a remake. Why they had to make a remake of the 1963 movie is a mystery in itself, but for the moment, lets look at the film itself.<br /><br />It starts off averagely, as most horror movies do. The set used for Hill House is beautiful, and oddly mysterious, and for a few minutes, it seems as if the film is actually going to be quite a fair re-telling. And then, the first scare comes: a loose harpsichord wire slashes a woman's face (Dr. Marrow's assistant). This is hilarious, and truth be told, it nearly had me in tears.<br /><br />From then on, the film just spirals downwards. The acting seems to become somewhat wooden as the film goes on, with Owen Wilson's character being particularly irritating (so it's such a relief when he's decapitated by the flue).<br /><br />The special effects practically make this movie,, which is a shame, because most of them are incredibly cheesy and look very dated. Examples of these are many, so I won't bother listing them.<br /><br />So, all in all, I, along with hundreds of others, strongly recommend that you watch the original chiller, or, as an alternative, buy the novel by Shirley Jackson. But please, stay away from this. And, if you do decide to watch this, watch it on the TV (as a lot of the channels love to screen this film, and not the original) or rent it cheap, but please don't buy it, whatever you do. Don't waste your money!<br /><br />Final rating: 4/10",negative,
"Paulie was cute, cool, enjoyable and quite fulfilling. I went to this movie expecting to view a typical ""family"" movie, one that within moments would find me unconscious and drooling on the floor. My mindframe immediately changed when I was quickly captivated by the movie's wholesomeness. It is rare that you find a family movie that is thorough and can be coined ""wholesome"". Most are cheaply made, written and produced purely to attract young family members, who'll then drag the unfortunate elders to a mind numbing 65 minutes of overused sight gags and plots.<br /><br />Oh yes, Paulie had a plot. It told the story of a young girl(Marie) and her best friend Paulie the parrot, who unbelievably could talk and quite frequently held conversations with her. Marie's dorky jerk father found this unbelievable, and thought Paulie to be damaging to his 4-year old daughter's mental health, and quickly tore them apart. We follow Paulie's adventures (and misadventures) as he attempts to reunite with his beloved owner, meeting many memorable characters along the way. Oh yeah, Paulie really could (smart)talk and had a swift New Jersey accent. Cool. The plot held thick and entertaining throughout, keeping me attracted. Paulie is the best family movie I have found and wholeheartedly enjoyed. Ever. Seriously. Pick up a copy and sit back and enjoy a true family movie, with the whole family. No sleeping. I promise.",positive,
"In 1978 a phenomenon began. The release of John Carpenter's ""Halloween"" got people queueing around the block to witness the evil that is Michael Meyers. The critics loved it, the world loved it, it was imitated, and has gone down as one of the greatest movies in cinematic history.<br /><br />plot: 15 years after a murder took place, four friends (all females) are babysitting(and having it on with their boyfriends) on Halloween night. After escaping from a hospital the night before, Michael myers Returns to his home town to stalk these people. He murders 3 of them silently and subtlety. He does not speak. He walks slowly. He hides....<br /><br />Only one of the friends escapes, after being saved by Doctor Loomis (Michael's pursuer and doctor) <br /><br />There is one reason why Halloween works so well. Simplicity. We don't know where Michael is, we don't know why he kills, and he frightens us. They're the only reasons why we are afraid.<br /><br />John carpenter wrote the movie, and directed. He builds unbearable tension throughout the story, and scares to such a degree, that sometimes we cannot watch. And the climax is truly startling.<br /><br />As horror, this is essential. It is terrifying and well acted. It is also mysterious. Michael is a force, not a human. A force that cannot be denied.<br /><br />The sequels focused too much around Michael and his ""history"". This movie focuses on the fear of the unknown. Perhaps that's why this thing is a masterpiece.",positive,
"Like other people who commented on ""Fräulein Doktor"" I stumbled by chance upon this little gem on late-night TV without having heard of it before. The strange mixture of a pulp fiction story about a sexy but unscrupulous anti-heroine on the one hand and a realistic and well-researched portrayal of war in the trenches on the other hand had me hooked from the beginning.<br /><br />To me this is one of the five best movies about WWI (the others are ""All Quiet On The Western Front"", ""Paths Of Glory"", ""Gallipoli"" and the post-war ""La vie et rien d'autre""). And the scene with the poison gas attack is really chilling; the horses and men appear like riders of the apocalypse with their gas masks.<br /><br />I only wish I had taped the film.",positive,
this movie was just plain dumb i do not think it was scary at all i went in hoping to be shocked and scared but was mostly laughing some of the scenes were just to fake and thrown together blood scenes were extremely over cg and some of the mutants were ridiculously gay looking it also sucked because the acting was just plain horrible u think they could get some good actors and most of the characters i hated just because how stupid and lame they acted even though they were supposed to be in the military i get to watch movies for free and seen many people walking out im guessing because it was so dumb kinda glad i didn't have to pay for it in short DUMB ASS MOVIE don't see it...but then again thats my opinion,negative,
"I'm not a big fan of the Stooges' slapstick, but I find their history interesting. I've recently tried to check out stuff from each Stooge era, but the opportunity to see Joe shorts doesn't seem to come easy; this is the only one I've seen so far.<br /><br />Some say the quality problems with Joe-era shorts are really not Joe's fault, and I suspect that's the case. Joe as a performer is far from the worst thing about this. The thing that bothers me the most about it has been pointed out in another comment: the pitting of the other guys against the third violates the whole comedy-team/Stooges ethos. Perhaps Joe's style was perceived, by those in charge, as not really fitting in -- though there were no real off-camera conflicts between him & the others -- and this was their way of working around that.<br /><br />And what's with the titles of this and some of the other late Stooges shorts? Definitely a lack of creativity going on there; was that sort of thing the cause or the effect of the shorts market drying up?",negative,
Wow probable the worst movie i have ever seen!! This person should never make another movie!!I cant believe anyone would have produce this in good conscience.YOu have have wasted every cent. No concept of real life. I have wasted 2 hours of my life i will never get back. EVER!!! Everyone who worked on this show should be embarrassed!!!!!! I'm embarrassed for them! All of you should be ashamed. If i was gay i would want to tell the director that they have personally set back gay rights progress by 5 years. Please never watch this movie.I have never written a blogg about a film before but The distaste for this film has compelled me to do so.,negative,
"Ok I will sum up this movie... A bunch of skanky British women have some disease that basically is turning them into zombies. The whole movie consists of these women talking, smoking, and rarely going out for ""meat"" Or humans to eat. I swear I had to MAKE myself watch this movie... UGH",negative,
"The beginning of this movie was good. It started to get really dumb after he told the people he wanted to kill himself. I think if I came from a little town like that I would be offended after seeing this movie. They made a lot of these people look dumb and crazy. How could these people have so little to do that they follow him around all day. A lot of times these people were telling him ways to kill himself like they were urging him to do it. How can so many people have little respect for other people? I also think they could have made a much better ending for this movie. There were some good parts to this movie also. Some people might like it, but I wouldn't recommend this to anyone.",negative,
"Now here is a film that if made in Australia would have easily been a comedy. Sadly and annoyingly, here it is, flaccid and cheesy and overbaked from Lala land. How did the di-erector get it so wrong? Well, mainly by being serious about a job so hilariously startling that nobody in their right mind could take seriously. Unless of course they were a nerdy lonely gay cliché (but somehow cute)...or is that cliché piled upon cliché. No value in the story that almost seems like a prequel to Gus Van Sant's GERRY..... and with a title like THE FLUFFER how is it all such a lead weight? Well this auteur must have soooooo mad that he didn't get to Burt and BOOGIE first that he had to make his own. Convoluted and undeveloped apart from the 'unrequited love's a bore' theme left over from a faded Streisand lyric, we have only moody beefcake and TV serial level storyline left. The un necessary fourth act of this overlong turgid drama is truly terrible as the film wanders off like the Gerries into to desert and gets stuck there. In Oz in the late 90s some 20 somethings made a similar but actually hilarious film called MONEYSHOT. Originally filmed as THE VENUS FACTORY it too suffered from an auteur more awful than Orson so they re-filmed half of it, got a ruthless TV editor to chop it up and down down to 72 minutes and hey-presto..comedy, tonight! A lesson there in when bad films turn good by lightening up. I guess THE FLUFFER stiffed on release and after seeing it not perform, I can understand why.",negative,
"Really no reason to examine this much further because of a few very glaring and bias misleading statements.<br /><br />A perfect example is when the filmmaker claims ""Saul"" or Paul of Tarus (the writer of The Book of Hebrews He asserts) has no idea Jesus is or was a human being, this assertion is either purposely false as he accuses others of presenting, or he is ignorant of what ""The Bible"" says.<br /><br />first we can examine his misleading claim about Hebrews 8.4; which he shows a quote ""If Jesus was on earth, he would not be a priest"", hence right here He sets up the ignorant and unlearned viewer to accept his false premise.. why? He does what most so called Bible believing people he accuses of doing, the same.. That is TAKING things out of context.<br /><br />verse one of Hebrews 8 is; 1..""Now of the things which we have spoken this is the sum: We have such an high priest, who is set on the right hand of the throne of the Majesty in the heavens"" The context above is CLEARLY speaking of a Jesus who was on earth and ASCENDED into heaven after his alleged resurrection.<br /><br />It has nothing to do with how the filmmaker wants the viewer to take his out of context scripture. Here he offers a foundation, that ""Paul was not aware of a HUMAN Jesus, but only one in ""heaven""<br /><br />follow?<br /><br />lets see if the filmmaker is being honest; Hebrews 7; 14. ""For it is evident that our Lord sprang out of Judah; of which tribe Moses spake nothing concerning priesthood.""<br /><br />heh, didn't the filmmaker just quote from the writer of Hebrews trying to show the writer of that book has no knowledge of a ""Human Jesus""? it's likely anyways Paul didn't write Hebrews, but I will not go into that here, but The film maker asserts Paul did, and that is the premise of the point given here.<br /><br />It is not like this film maker does not make decent points in certain areas, he does, but he is engaging in the same blind bias of the religion he is bashing on. Once he engages in these tactics, in my strong opinion, he loses credibility as the religion he picks out, and the film is no longer a documentary, but a personal opinion, and a bias of the film maker, nothing more, nothing less.",negative,
"It's a bad, very bad movie.<br /><br />Well, for people a real realistic movie is a good thing. For me it is not. Life is also predictable, bad, nasty, trivial, senseless, sometimes. Maybe that's the reason for people say that this film is real.<br /><br />Too many common places: you're black, you're a criminal, you're doomed and cursed, whatever you do you'll end up by shooting or being shot by someone; don't let the kids play with the weapons, it could be dangerous; and then there are those who go to the church, and then they are good, very good...<br /><br />Before this one, I hadn't seen such a bad movie. That's perhaps the reason for I never noticed how important the photography itself is important in a movie. In this one, every scene shot in daytime, outdoor, is clearly and annoyingly blue. They didn't even care to correct the colour balance. Oh! I've ""rated"" more than 300 movies in this database so far, and this (3/10) is my lowest ever.",negative,
"By the late forties the era of the screwball comedy was over, as films were moving in a different direction, comedically and otherwise. With television looming on the horizon, Hollywood would soon be in for a very rough time. Where, one wonders, would movies have gone had television not come along, or its arrival on the scene been delayed by five or ten years? Mr. Blandings Builds His Dream House offers one particular way comedy might have developed.<br /><br />Ad man Jim Blandings, along with his wife and two daughters, are living in a nice but way too cramped New York City apartment, as one day he gets the bright idea that it might be fun to realize his dream of building a house in the suburbs. So he buys some property in Connecticut and has one built to his precise specifications. Well, almost. Had he known the trouble he was in for he might have changed his mind. Then again he might not have. You decide. On this frail premise a wonderful film results, full of conflict between the middle class dream of owning one's own home and the the oftentimes unpleasant reality of acquiring one. Nothing comes easy in this life, as Mr. Blandings learns; but one needn't be miserable just because things don't always go one's way. There is, after all, the long run. But, Blandings asks himself every few minutes, how long is long?<br /><br />This movie is a delight. It is not, I suppose, a masterpiece in the Capra-McCarey tradition, but it is a worthy successor to their thirties pictures, and may well have been a harbinger of things to come had the arrival of television not changed the cultural landscape so radically. There is real warmth in the picture, and a good deal of (W.C.) Fieldsian hard-edged reality obtruding periodically, but not so much as to leave a bad taste. The people in the film are all very smart and affluent, but decidedly of the professional upper middle not the idle rich upper class.<br /><br />Lead players Cary Grant and Myrna Loy plays Mr. and Mrs. Blandings to perfection; while Melvyn Douglas is fine as their pragmatic lawyer friend, who often has to bring up unpleasant topics, such as how the real world works. There is, too, a wonderful sense of what for want of a better term one might call the romance of suburbia, which was in its infancy in the immediate postwar years, as one sees the woods and streams that drew people to the country in the first place. These people are most definitely fish out of water in the then still largely rural Connecticut. In a few short years things would change, as the mad rush to suburbia would be in full gear, destroying forever the pastoral innocence so many had yearned for in the small towns, which soon would be connected by highways, littered with bottles and cans, their effluvia rivaling anything one would encounter in the city.",positive,
"They're showing this on some off-network. It's well crap. While it is not as bad as the B-movies they show on the Sci-fi network on Saturdays but still a fairly large pile of crap. The acting is passable. The plot and writing are fairly sub-standard and the pacing is entirely too slow. Every minute of the movie feels like the part of the movie where they're wrapping things up before the credits - not the peak of the movie, the denouement. Also, large portions of the cast look way to old for the age range they're playing. The whole thing is predictable, boring and not worthy of being watched. Save your time. It's not even worth the time it takes to watch it for free.",negative,
this is a great movie. I love the series on tv and so I loved the movie. One of the best things in the movie is that Helga finally admits her deepest darkest secret to Arnold!!! that was great. i loved it it was pretty funny too. It's a great movie! Doy!!!,negative,
"To me there is something so appealing and nostalgic about low-budget sci-fi. As a kid in the 50s thats all there was. In 1957 I saw ""The First Man Into Space"" in a movie theater with my Dad. It had Marshall Thompson starring and some other poor slob who got the title role. It is also about a space mission gone bad where the astronaut turns into a grizzly killer. Scared the Good & Plenty right out of me. The memory of those heebie-jeebies still lives within me. The Incredible Melting Man is almost a re-make only in full glorious color...that is wherever the scenes were well-lit. Just gotta love it for what it is......a little over an hour of darkly lit scenes, disgusting noises, and that eerie music. Bravo !",positive,
"When I went and saw this movie, I had great expectations. But I had so wrong. This movie was exactly as every other horror movies. It's a virus, zombies etc. Exactly as Resident Evil and many, many other movies. But the difference with this, and other movies, is that the story is very week. It's bad actors and boring music. The photo is OK but the rest is total crap. Don't see this ""horror"" movie, go and see the Ring 2 or any other movie who's much more of a story. I hope they will stop making horror movies who has a virus and the virus spread and make people to zombies. We have seen enough of that. The only good thing in the movie is when they are standing at a roof and shoot famous, infected celebrities.",negative,
"Released on DVD in the UK as Axe, The Choke is a teen slasher that fails in pretty much every department: the story is almost non-existent, resulting in a film which comprises mostly of people wandering around a dark building; with the exception of two characters (who are quite obviously destined to be the film's survivors), everyone is thoroughly objectionable, meaning that the viewer couldn't care less when they get slaughtered; the deaths aren't gory enough (unless a brief shot of a pound of minced beef covered in fake blood turns your stomach); and the gratuitous sex scene features next to no nudity (an unforgivable mistake to make in a slasher flick!).<br /><br />The wafer-thin plot sees members of a punk band locked inside what appears to be the world's largest nightclub (there are endless abandoned corridors and rooms, unlike any club I've ever seen) where they are picked off by an unseen assailant. For a low budget effort, the production values are okay, and the cast are all seem to be fairly capable actors, but with not nearly enough genuine scares, a reluctance to get really messy (this is a slasher, so where's the graphic splatter?), way too much dreadful dialogue (particularly from the not-dead-soon-enough drummer) and some ill advised use of tacky video techniques in an attempt to add some style, the movie quickly becomes extremely boring.",negative,
Never when I was a child did I love any movie more then this one. I would love to own it. I watched it every Sunday they played it on the Family Film Festival. It is an enjoyable film suitable for the whole family and the songs are wonderful.,positive,
"The Tooth Fairy is about the ghost of an old deformed witch that lures children to her house to get a prize for their loose tooth and then takes their lives. The first few minutes introduce you to the 1949 beginning of the legend of the tooth fairy and then switches to present day. The worn out horror plot is pretty much saved by the solid acting. They could have done without the Hammond brothers and a few other scenes, but overall the gore scenes were bloody but quick which had a minimizing effect. The eye candy is pretty good for both genders. Camera work is good. Dialog is fair but cheesy. I expected the film to be a bare bones, low budget, slasher with very few redeeming factors. I was surprised by the quality of the film.",negative,
"The 1986 TV movie of The Spirit was a pilot for a possible series. However, Spirit creator Will Eisner did not like the film and thus no series was produced. I thought it was a very entertaining film and captured the spirit (sorry) of the comic with a modern twist. I'm sorry it didn't materialize into a series. Sam (Flash Gordon) Jones was a perfect Spirit. Nana Visitor was a nice Ellen Dolan and of course would later go on to Star Trek:Deep Space Nine years later. Maybe with the release of Frank Miller's big-screen version of The Spirit, more people will be able to see this rare gem of Spirit history. It seems that when Hollywood makes a film from an already established character or idea, someone will inevitably seek out previous versions of the property and release it to video in order to make a few dollars. When Antonio Banderas donned the mask of Zorro, we were able to get earlier versions of the masked hero on DVD, such as the great Alain Delon version of the 1970s (although all copies I ever saw were badly edited). Heres hoping someone will release the TV adventure of The Spirit to DVD soon.",positive,
"There's a good movie lurking here, but this isn't it. The basic idea is good: to explore the moral issues that would face a group of young survivors of the apocalypse. But the logic is so muddled that it's impossible to get involved.<br /><br />For example, our four heroes are (understandably) paranoid about catching the mysterious airborne contagion that's wiped out virtually all of mankind. Yet they wear surgical masks some times, not others. Some times they're fanatical about wiping down with bleach any area touched by an infected person. Other times, they seem completely unconcerned.<br /><br />Worse, after apparently surviving some weeks or months in this new kill-or-be-killed world, these people constantly behave like total newbs. They don't bother accumulating proper equipment, or food. They're forever running out of fuel in the middle of nowhere. They don't take elementary precautions when meeting strangers. And after wading through the rotting corpses of the entire human race, they're as squeamish as sheltered debutantes. You have to constantly wonder how they could have survived this long... and even if they did, why anyone would want to make a movie about them.<br /><br />So when these dweebs stop to agonize over the moral dimensions of their actions, it's impossible to take their soul-searching seriously. Their actions would first have to make some kind of minimal sense.<br /><br />On top of all this, we must contend with the dubious acting abilities of Chris Pine. His portrayal of an arrogant young James T Kirk might have seemed shrewd, when viewed in isolation. But in Carriers he plays on exactly that same note: arrogant and boneheaded. It's impossible not to suspect that this constitutes his entire dramatic range.<br /><br />On the positive side, the film *looks* excellent. It's got an over-sharp, saturated look that really suits the southwestern US locale. But that can't save the truly feeble writing nor the paper-thin (and annoying) characters. Even if you're a fan of the end-of-the-world genre, you should save yourself the agony of watching Carriers.",negative,
"There are few movies that appear to provide enterntainment as well as realism. If you've ever wondered about the role of snipers in modern war, take a look at this one. <br /><br />I just loved the scene where hundred soldiers get shooting at the jungle, no-one quite sure where that shot came?<br /><br />And, they nicked one scene to Saving Private Ryan, so it has to have some merit in the scene.<br /><br />",positive,
"From director Barbet Schroder (Reversal of Fortune), I think I saw a bit of this in my Media Studies class, and I recognised the leading actress, so I tried it, despite the rating by the critics. Basically cool kid Richard Haywood (Half Nelson's Ryan Gosling) and Justin Pendleton (Bully's Michael Pitt) team up to murder a random girl to challenge themselves and see if they can get away with it without the police finding them. Investigating the murder is homicide detective Cassie 'The Hyena' Mayweather (Sandra Bullock) with new partner Sam Kennedy (Ben Chaplin), who are pretty baffled by the evidence found on the scene, e.g. non-relating hairs. The plan doesn't seem to be completely going well because Cassie and Sam do quite quickly have Richard or Justin as suspects, it is just a question of if they can sway them away. Also starring Agnes Bruckner as Lisa Mills, Chris Penn as Ray Feathers, R.D. Call as Captain Rod Cody and Tom Verica as Asst. D.A. Al Swanson. I can see now the same concept as Sir Alfred Hitchcock's Rope with the murdering for a challenge thing, but this film does it in a very silly way, and not even a reasonably good Bullock can save it from being dull and predictable. Adequate!",negative,
